data;
set N := 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90;
set O := 50;
set D := 40;
param: A: c1 c2 :=
6,7 17 13
6,8 17 10
6,11 10000 58
6,12 10000 64
6,13 10000 10000
6,14 10000 10000
6,15 67 67
6,26 10000 10000
6,27 10000 86
6,28 88 4
6,29 63 8
6,30 10000 46
6,31 52 12
6,32 14 5
6,33 14 6
6,34 15 3
6,35 39 9
6,36 10000 10000
6,37 10000 19
6,39 10000 10000
6,40 10000 10000
6,51 86 3
6,52 17 2
6,53 15 1
6,54 13 4
6,55 18 4
6,56 10000 32
6,57 10000 52
6,58 10000 12
6,59 10000 18
6,60 10000 42
6,61 10000 25
6,62 89 27
6,77 82 10000
6,78 67 2
6,79 75 1
6,80 10000 6
6,81 10000 39
6,82 10000 10000
6,83 10000 14
6,84 10000 47
6,85 10000 86
6,86 10000 47
6,87 85 10
6,88 10000 76
6,89 10000 10000
6,90 10000 30
7,6 4 6
7,8 7 8
7,11 57 31
7,12 77 25
7,13 68 22
7,14 64 20
7,15 68 20
7,16 10000 41
7,26 10000 87
7,27 10000 88
7,28 87 1
7,29 61 2
7,30 10000 39
7,31 9 8
7,32 9 6
7,33 8 6
7,34 10 7
7,35 7 7
7,36 84 37
7,37 10000 9
7,38 10000 23
7,39 10000 25
7,40 10000 31
7,51 10000 19
7,52 47 9
7,53 28 8
7,54 56 8
7,55 27 6
7,56 10000 59
7,57 10000 83
7,58 10000 76
7,59 50 13
7,60 61 11
7,61 85 17
7,62 72 25
7,63 10000 56
7,64 10000 87
7,65 10000 26
7,66 10000 10000
7,67 10000 54
7,77 10000 55
7,78 10000 14
7,79 76 18
7,80 10000 66
7,82 10000 10000
7,83 10000 75
7,84 10000 20
7,85 10000 66
7,86 53 11
7,87 52 8
7,88 47 49
7,89 87 10
7,90 10000 19
8,6 4 5
8,7 8 8
8,11 72 12
8,12 54 25
8,13 79 22
8,14 87 14
8,15 10000 16
8,16 10000 37
8,27 10000 10000
8,28 10000 18
8,29 10000 83
8,31 3 6
8,32 6 5
8,33 7 5
8,34 1 6
8,35 2 10
8,36 60 10
8,37 84 12
8,38 10000 22
8,39 10000 21
8,40 10000 26
8,41 10000 10000
8,51 84 15
8,52 55 12
8,53 50 11
8,54 23 4
8,55 13 8
8,56 10000 32
8,57 10000 10000
8,58 10000 10000
8,59 67 11
8,60 10000 11
8,61 83 9
8,62 69 12
8,63 10000 19
8,64 84 82
8,65 85 15
8,66 10000 67
8,67 10000 36
8,78 10000 43
8,79 10000 82
8,82 10000 10000
8,83 10000 74
8,84 10000 29
8,85 10000 74
8,86 24 8
8,87 77 7
8,88 65 7
8,89 76 5
8,90 10000 14
11,6 87 59
11,7 53 55
11,8 75 35
11,12 25 12
11,13 19 17
11,14 17 18
11,15 6 10
11,16 10000 33
11,17 89 83
11,20 10000 32
11,21 10000 10000
11,23 10000 80
11,24 10000 10000
11,31 45 20
11,32 10000 23
11,33 80 14
11,34 59 40
11,35 36 12
11,36 61 18
11,37 21 12
11,38 44 19
11,39 59 25
11,40 42 16
11,41 83 23
11,43 89 37
11,44 10000 50
11,45 88 27
11,54 10000 23
11,55 10000 61
11,59 10000 35
11,60 10000 70
11,61 42 20
11,62 29 19
11,63 26 13
11,64 33 10
11,65 25 15
11,66 44 18
11,67 77 27
11,69 10000 10000
11,70 88 49
11,84 10000 87
11,86 83 22
11,87 74 27
11,88 84 38
11,89 65 19
11,90 56 19
12,6 10000 35
12,7 10000 41
12,8 77 41
12,11 51 10
12,13 27 11
12,14 20 14
12,15 11 7
12,16 10000 18
12,17 10000 19
12,18 79 35
12,19 10000 24
12,20 82 39
12,21 10000 37
12,31 88 25
12,32 10000 82
12,33 10000 10000
12,34 10000 23
12,35 80 15
12,36 79 20
12,37 62 11
12,38 45 15
12,39 68 12
12,40 66 10
12,41 57 14
12,42 10000 45
12,43 68 20
12,44 10000 18
12,45 67 14
12,54 10000 61
12,55 10000 10000
12,61 40 17
12,62 47 21
12,63 20 15
12,64 33 6
12,65 19 15
12,66 33 11
12,67 53 22
12,69 10000 10000
12,70 10000 17
12,71 10000 10000
12,72 10000 10000
12,75 10000 64
12,87 10000 39
12,88 10000 48
12,89 10000 22
12,90 70 20
13,6 10000 10000
13,7 78 43
13,8 89 32
13,11 12 9
13,12 14 2
13,14 8 3
13,15 6 4
13,16 19 7
13,17 44 13
13,18 10000 42
13,19 81 77
13,20 69 39
13,21 62 45
13,22 10000 86
13,23 10000 25
13,24 10000 10000
13,25 10000 10000
13,31 66 31
13,32 10000 42
13,33 10000 21
13,34 10000 21
13,35 10000 18
13,36 84 10
13,37 52 3
13,38 70 5
13,39 38 4
13,40 64 4
13,41 25 8
13,42 50 10000
13,43 37 6
13,44 52 12
13,45 17 9
13,48 10000 10000
13,54 10000 10000
13,55 10000 10000
13,59 10000 86
13,61 29 14
13,62 58 14
13,63 17 9
13,64 12 3
13,65 15 13
13,66 31 7
13,67 44 15
13,69 75 23
13,70 43 8
13,71 10000 32
13,72 10000 14
13,74 10000 10000
13,86 10000 35
13,87 87 10000
13,89 73 81
13,90 71 21
14,6 10000 46
14,7 68 39
14,8 85 36
14,11 10 9
14,12 10 6
14,13 12 14
14,15 12 12
14,16 23 37
14,17 69 35
14,18 68 10000
14,19 72 52
14,20 75 31
14,21 10000 73
14,22 10000 10000
14,23 10000 10000
14,31 10000 50
14,34 10000 68
14,35 10000 21
14,36 70 16
14,37 28 9
14,38 31 10
14,39 35 11
14,40 51 11
14,41 34 16
14,42 10000 2
14,43 33 24
14,44 84 27
14,45 86 17
14,60 10000 83
14,61 42 16
14,62 69 21
14,63 15 9
14,64 13 11
14,65 36 16
14,66 44 12
14,67 46 18
14,69 88 39
14,70 63 30
14,71 10000 41
14,72 89 49
14,86 10000 10000
14,89 10000 32
14,90 85 85
15,6 66 68
15,7 76 41
15,8 10000 40
15,11 16 13
15,12 12 7
15,13 27 21
15,14 26 15
15,16 60 26
15,17 85 24
15,18 10000 10000
15,19 10000 48
15,20 10000 50
15,21 10000 51
15,24 10000 10000
15,31 10000 27
15,32 10000 24
15,33 10000 19
15,34 10000 20
15,35 10000 21
15,36 57 15
15,37 47 11
15,38 53 22
15,39 72 11
15,40 59 13
15,41 84 20
15,43 70 22
15,44 84 19
15,45 10000 20
15,51 10000 10000
15,54 10000 89
15,55 10000 10000
15,59 10000 10000
15,60 10000 36
15,61 48 22
15,62 65 23
15,63 31 21
15,64 20 12
15,65 22 23
15,66 49 17
15,67 10000 27
15,69 90 10000
15,70 10000 24
15,84 10000 10000
15,86 10000 33
15,87 10000 39
15,88 10000 88
15,89 68 38
15,90 10000 22
16,7 10000 89
16,8 10000 69
16,11 10000 23
16,12 10000 14
16,13 48 15
16,14 55 55
16,15 69 21
16,17 5 3
16,18 58 5
16,19 38 7
16,20 1 5
16,21 72 64
16,22 10000 56
16,23 10000 12
16,24 86 40
16,25 10000 85
16,31 10000 10000
16,35 10000 71
16,36 10000 76
16,37 10000 10000
16,38 10000 65
16,39 10000 33
